,Date,Year,Name,Amount,URL,Acquirer,Notes
26,April,2018,Cognition Education Group,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-new-mountain-learning-raises-funds-really-good-stuff-acquires-steve-spangler-science/,Corwin Publishing,
27,April,2018,Edmodo,$137.5 million (only $15 million of this cash),https://blog.edmodo.com/2018/04/08/edmodo-is-joining-the-netdragon-family/,NetDragon,
28,April,2018,Bloc,Unknown,https://www.edsurge.com/news/2018-04-10-online-coding-bootcamp-thinkful-acquires-leading-competitor-bloc,Thinkful,
29,April,2018,Acclaim,Unknown,https://www.edsurge.com/news/2018-04-12-new-york-startup-credly-acquires-pearson-s-badging-business,Credly,acquired from Pearson
30,April,2018,Chalk & Wire,Unknown,https://www.edsurge.com/news/2018-04-06-higher-ed-data-provider-campus-labs-acquires-chalk-wire,Campus Labs,
31,April,2018,Embibe,$180 million (strategic investment),https://www.crunchbase.com/organization/embibe,Reliance,
32,April,2018,General Assembly,$412 million,https://www.edsurge.com/news/2018-04-15-general-assembly-to-be-acquired-by-swiss-hr-firm-for-412-5-million,Adecco Group,
33,April,2018,Progress Testing,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-edmentum-connexeo-booknook-raise-funds-key-data-systems-acquires-progress-testing/,Key Data Systems,
34,April,2018,adult education materials of HMH,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-edmentum-connexeo-booknook-raise-funds-key-data-systems-acquires-progress-testing/,Paxen Publishing,
35,April,2018,Economic Modelling LLC,Unknown,https://www.insidehighered.com/quicktakes/2018/04/25/strada-buys-labor-market-data-firm,Strada Education Network,
36,April,2018,BVirtual,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-ebix-buys-stake-smartclass-newschools-unveils-latest-cohort/,Examity,
37,April,2018,Conceptua Math,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-activate-learning-acquires-conceptua-math-knowbox-enuma-allovue-raise-funds/,Activate Learning,
38,May,2018,Penn Foster,Unknown,https://www.edsurge.com/news/2018-05-02-bain-capital-to-buy-penn-foster-a-workforce-skills-provider-that-dates-back-to-late-1800s,Bain Capital,
39,May,2018,Base Capital,Unknown,https://www.edsurge.com/news/2018-05-08-income-share-agreement-company-lumni-acquires-two-companies-that-also-provide-income-share-agreements,Lumni,
40,May,2018,Paytronage,Unknown,https://www.edsurge.com/news/2018-05-08-income-share-agreement-company-lumni-acquires-two-companies-that-also-provide-income-share-agreements,Lumni,
41,May,2018,Renaissance Learning,Unknown,https://www.edsurge.com/news/2018-05-04-private-equity-firm-buys-renaissance-learning-and-buys-back-myon,Francisco Partners,
42,May,2018,MyON,Unknown,https://www.edsurge.com/news/2018-05-04-private-equity-firm-buys-renaissance-learning-and-buys-back-myon,Francisco Partners,
43,May,2018,MissionU,Unknown,https://www.edsurge.com/news/2018-05-17-the-brief-life-of-a-college-alternative-missionu-will-cease-operations-after-sale-to-wework,WeWork,
44,May,2018,WriteLab,$15 million,https://www.edsurge.com/news/2018-05-16-chegg-cuts-15-million-check-to-buy-ai-feedback-tool-writelab,Chegg,
45,May,2018,Pythonroom,Unknown,https://www.edsurge.com/news/2018-05-15-tynker-acquires-pythonroom-to-expand-coding-offerings-to-older-learners,Tynker,
46,May,2018,Cohuborate,Unknown,https://www.edsurge.com/news/2018-05-14-interactive-classroom-hardware-provider-boxlight-acquires-cohuburate-to-expands-to-uk,Boxlight,
47,May,2018,Prologic Technology Systems,Unknown,https://www.edsurge.com/news/2018-05-23-frontline-education-s-12th-acquisition-prologic-a-k-12-payroll-and-benefits-platform,Frontline Education,
48,May,2018,Rapt Media,Unknown,https://techcrunch.com/2018/05/25/kaltura-acquires-rapt-media/,Kaltura,
49,June,2018,GitHub,$7.5 billion,https://www.nytimes.com/2018/06/04/technology/microsoft-github-cloud-computing.html,Microsoft,
50,June,2018,Evan-Moor Corporation,Unknown,https://www.edsurge.com/news/2018-06-05-lincoln-learning-solutions-acquires-evan-moor-provider-of-supplemental-k-12-materials,Lincoln Learning Solutions,
51,June,2018,ClearScholar,Unknown,https://www.edsurge.com/news/2018-06-12-civitas-learning-acquires-higher-ed-student-engagement-app-clearscholar,Civitas Learning,
52,June,2018,JMH Consulting,Unknown,https://www.edsurge.com/news/2018-06-12-educationdynamics-acquires-jmh-consulting-to-boost-higher-ed-student-recruiting-services,Education Dynamics,
53,June,2018,Star Academy,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-lincoln-learning-acquires-evan-moor-ets-learnlaunch-fund-startups/,NOLA Education,acquired from Pitsco Education
54,June,2018,Flipgrid,Unknown,https://www.edsurge.com/news/2018-06-18-microsoft-buys-video-discussion-platform-flipgrid,Microsoft,
55,June,2018,CritiqueIt,Unknown,https://www.edsurge.com/news/2018-06-21-flush-from-recent-stock-offering-2u-acquires-annotation-tool-critiquelt,2U,
56,June,2018,Pathgather,Unknown,https://www.edsurge.com/news/2018-06-20-degreed-acquires-online-learning-platform-pathgather,Degreed,
57,June,2018,SANTILLANA USA,Unknown,https://marketbrief.edweek.org/marketplace-k-12/51744/,VIsta Higher Learning,
58,June,2018,CCME School,Unknown,https://marketbrief.edweek.org/marketplace-k-12/51744/,Pharos Capital,
59,June,2018,Qwizdom,"$2,500,000",https://www.edsurge.com/news/2018-06-25-boxlight-acquires-classroom-response-developer-qwizdom-for-2-5m,Boxlight,
60,June,2018,Specdrums,Unknown,https://www.businesswire.com/news/home/20180622005063/en/Sphero-Announces-Acquisition-Colorado-Based-Specdrums,Sphero,
61,June,2018,CatchOn,Unknown,https://www.edsurge.com/news/2018-06-25-school-broadband-provider-ena-buys-device-tracking-tool-catchon,Education Networks of America,
62,June,2018,HackEd,Unknown,https://www.infosecurity-magazine.com/news/secureset-academy-expands-training/,SecureSet Academy,
63,June,2018,Digital Measures,Unknown,https://www.insidehighered.com/quicktakes/2018/06/28/watermark-adds-digital-measures-network,Watermark,
64,July,2018,StudyBlue,"$20,800,000",https://www.edsurge.com/news/2018-07-03-chegg-nabs-online-flashcard-tool-studyblue-in-20-8-million-all-cash-acquisition,Chegg,
65,July,2018,UniversityNow,Unknown,https://www.edsurge.com/amp/news/2018-07-09-nonprofit-university-buys-for-profit-college-for-its-tech-platform,National University,acquisition involves technology
66,July,2018,Fishtree,Unknown,https://www.edsurge.com/news/2018-07-11-follett-acquires-adaptive-learning-platform-provider-fishtree,Follett,
67,July,2018,Northcentral University,Unknown,https://www.insidehighered.com/quicktakes/2018/07/17/nonprofit-national-university-system-purchase-profit-northcentral-u,National University,
68,July,2018,Hack Reactor,Unknown,https://www.edsurge.com/news/2018-07-19-with-32m-in-new-funding-galvanize-acquires-coding-bootcamp-hack-reactor,Galvanize,
69,July,2018,Socrative,Unknown,https://www.edsurge.com/news/2018-07-16-showbie-acquires-digital-assessment-tool-socrative-from-masteryconnect,Showbie,acquired from Mastery Connect
70,July,2018,The Learning Experience,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-follett-chegg-golden-gate-capital-make-acquisitions/,Golden Gate Capital,
71,July,2018,National Research Center for College and University Admissions,Unknown,https://www.edsurge.com/news/2018-07-24-act-acquires-data-driven-college-recruiting-service,ACTivate Learning,
72,July,2018,Reasoning Mind,Unknown,https://www.imaginelearning.com/blog/2018/07/imagine-learning-acquires-early-learner-digital-math-curriculum-company-reasoning-mind,Weld North Education,
73,August,2018,Cirrus Group,Unknown,https://marketbrief.edweek.org/marketplace-k-12/54360/,Procare Software,
74,August,2018,KnowRe,Unknown,https://www.edsurge.com/news/2018-08-10-korean-publisher-acquires-adaptive-math-program-knowre,Daekyo,
75,August,2018,Aries System,Unknown,https://www.elsevier.com/about/press-releases/corporate/elsevier-to-acquire-aries-systems-a-best-in-class-publication-workflow-solutions-provider,Elsevier,
76,August,2018,DIY.co,Unknown,https://techcrunch.com/2018/08/14/littlebits-acquires-kids-educational-community-diy-co/,LittleBits,
77,August,2018,Designation,Unknown,https://www.edsurge.com/news/2018-08-28-wework-owned-flatiron-school-acquires-design-education-program,Flatiron School,Flatiron School is owned by WeWork
78,August,2018,PaperRater.com,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-knewton-raises-25-million/,Barnes & Noble Education,
79,September,2018,Acrobatiq,Unknown,https://www.edsurge.com/news/2018-09-04-vitalsource-acquires-adaptive-learning-platform-acrobatiq,VitalSource,
80,September,2018,Mondo Publishing,Unknown,https://www.edsurge.com/news/2018-09-13-carnegie-learning-acquires-k-5-literacy-provider-mondo-publishing,Carnegie Learning,
81,September,2018,Montessorium,Unknown,https://www.edsurge.com/news/2018-09-17-higher-ground-education-acquires-south-dakota-based-montessori-startup,Higher Ground Education,
82,September,2018,OnCourse Learning,Unknown,https://www.edsurge.com/news/2018-09-18-bertelsmann-bolsters-u-s-education-presence-with-acquisition-of-oncourse-learning,Bertelsmann,
83,September,2018,MGHL Consulting's item generation technology,Unknown,https://www.edsurge.com/news/2018-09-26-act-is-acquiring-technology-that-automatically-generates-test-questions,ACT,
84,September,2018,EOS Education,"$300,000",https://www.edsurge.com/news/2018-09-24-boxlight-corporation-acquires-k-12-edtech-professional-development-provider,Boxlight Corporation,
85,October,2018,DeVry University,Unknown,https://www.republicreport.org/2018/mysterious-deal-take-devry-university-private/,Palm Ventures,
86,October,2018,Gradescope,Unknown,https://www.edsurge.com/news/2018-10-03-turnitin-acquires-ai-assisted-grading-startup-gradescope,TurnItIn,
87,October,2018,Actively Learn,Unknown,https://www.edsurge.com/news/2018-10-02-achieve3000-acquires-literacy-startup-actively-learn,Achieve3000,
88,October,2018,Learning House,"$200,000,000",https://www.insidehighered.com/digital-learning/article/2018/10/10/wiley-makes-play-lead-opm-space-and-signals-change-ahead,Wiley Educational Services,
89,October,2018,JobTrack,Unknown,https://www.edsurge.com/news/2018-10-10-trilogy-education-acquires-two-companies-to-broaden-its-jobs-reach,Trilogy Education,
90,October,2018,Firehose Project,Unknown,https://www.edsurge.com/news/2018-10-10-trilogy-education-acquires-two-companies-to-broaden-its-jobs-reach,Trilogy Education,
91,October,2018,NovoEd,Unknown,https://www.edsurge.com/news/2018-10-16-online-learning-platform-novoed-acquired-by-boston-private-equity-firm,Devonshire Investors,
92,October,2018,Cambrium Learning Group,$14.50 per share,https://www.pehub.com/2018/10/veritas-capital-to-buy-cambium-for-14-50-per-share/,Veritas Capital,
93,October,2018,Rate My Professors,Unknown,https://www.insidehighered.com/quicktakes/2018/10/26/cheddar-purchases-rate-my-professors,Cheddar,
94,October,2018,ABCyas,Unknown,https://www.edsurge.com/news/2018-10-30-ixl-learning-makes-its-first-acquisition-abcya-s-suite-of-learning-games,IXL Learning,
95,November,2018,Quad Learning,Unknown,https://www.edsurge.com/news/2018-11-14-struggling-college-pathway-provider-quad-learning-pivots-and-sells,Wellspring International Education,
96,November,2018,Capital Education Group,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-girls-who-code-canada-kinvolved-photomath-yuanfudao/,Catapult Learning,
97,November,2018,Interfolio,$110 million,https://www.edsurge.com/news/2018-11-27-faculty-information-system-developer-interfolio-acquired-for-110m,Insight Venture Partners,
98,November,2018,Grovo,"$24,000,000",https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-online-tutoring-startup-vedantu-raises-11-million-sandbox-co-makes-acquisition/,Cornerstone,
99,November,2018,Lingo Venture,Unknown,https://techcrunch.com/2018/11/30/language-learning-app-babbel-moves-into-language-travel/,Babbel,
100,November,2018,Constructive Media,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-online-tutoring-startup-vedantu-raises-11-million-sandbox-co-makes-acquisition/,Sandbox,
101,December,2018,Workbench,Unknown,https://www.edsurge.com/news/2018-11-30-google-makes-a-rare-education-technology-acquisition-workbench,Google,
102,December,2018,Codemonkey,Unknown,https://www.edsurge.com/news/2018-12-05-codemonkey-acquired-by-tal-education-group,TAL Education,
103,December,2018,Lifeshare USA,Unknown,https://www.edsurge.com/news/2018-12-04-catapult-learning-acquires-lifeshare-usa-provider-of-private-special-ed-services,Catapult Learning,
104,December,2018,NextTier Education,Unknown,https://www.edsurge.com/news/2018-12-14-follett-acquires-college-readiness-platform-nexttier,Follett,
105,December,2018,Campus Vacations,"$7,000,000",https://techcrunch.com/2018/12/10/verve-campus-vacations/,Verve,
106,December,2018,School Loop,Unknown,https://www.edsurge.com/news/2018-12-10-private-equity-fund-think3-scoops-up-school-loop,Think3,
107,December,2018,Knovation,Unknown,https://www.edsurge.com/news/2018-12-20-act-acquires-oer-curator-knovation,ACT,
108,December,2018,Orbis,$362.5 million,https://mfeldstein.com/grand-canyon-acquires-orbis-opm-market/,Grand Canyon Education,
109,January,2017,ClassMessenger,unknown,https://www.edsurge.com/news/2017-01-06-livingtree-acquires-parent-teacher-communication-tool-classmessenger,LivingTree,messaging; K-12; B to S
110,January,2017,Curriculum Associates,unknown,https://www.edsurge.com/news/2017-01-12-curriculum-associates-to-be-owned-by-iowa-state-university-for-now,Iowa State University,assessment; K-12; B to S
111,January,2017,Intellus Learning,unknown,https://www.insidehighered.com/quicktakes/2017/01/19/macmillan-learning-acquires-intellus-learning,Macmillan Learning,analytics; Post-sec; B to S
112,January,2017,Data 180,unknown,https://www.edsurge.com/news/2017-01-17-faculty-workflow-tech-company-interfolio-acquires-data180,Interfolio,employee reporting; Post-sec; B to S
113,January,2017,Homer,unknown,https://www.edsurge.com/news/2017-01-20-speakaboos-acquires-homer-to-inspire-kids-to-love-and-learn-to-read,Speakaboos,reading apps; K-12; B to C
114,January,2017,Meta,unknown,https://techcrunch.com/2017/01/23/chan-zuckerberg-initiative-meta/,Chan Zuckerberg Initiative,search engine; Post-sec; B to B
115,January,2017,Plum Analytics,unknown,https://scholarlykitchen.sspnet.org/2017/02/02/plum-goes-orange-elsevier-acquires-plum-analytics/,Elsevier,altmetrics; Post-sec; B to B
116,January,2017,Zenbanx,unknown,https://www.nytimes.com/2017/02/01/business/dealbook/sofi-to-acquire-zenbanx-allowing-it-to-be-more-like-a-bank.html,SoFi,banking; Post-sec; B to C
117,January,2017,Questar,"$127,500,000",https://www.edsurge.com/news/2017-02-01-global-nonprofit-ets-acquires-minnesota-based-testing-company,Education Testing Service,assessment; K-12; B to S
118,January,2017,RepVisits,unknown,https://www.edsurge.com/news/2017-01-31-hobsons-acquires-high-school-counselor-s-edtech-college-connection-tool,Hobsons,counseling; K-12; B to S
119,January,2017,Princeton Review,unknown,https://www.edsurge.com/news/2017-02-01-match-group-swipes-left-on-princeton-review-as-concerns-over-privacy-grow,ST Unitas,test prep; K-12; B to C
120,February,2017,refMe,unknown,https://www.crunchbase.com/acquisition/f9b1ab32591c3a8e8b223409d116fbf2,Chegg,bibliography software; K-12; B to C
121,February,2017,Cegment,unknown,https://www.edsurge.com/news/2017-02-16-student-finance-gets-a-facelift-with-campuslogic-s-acquisition-of-cegment,CampusLogic,financial aid; Post-sec; B to S
122,February,2017,Looksharp,unknown,https://techcrunch.com/2017/02/17/wayup-acquires-looksharp/,WayUp,job placement; Post-sec; B to C
123,February,2017,Verba,unknown,https://www.insidehighered.com/quicktakes/2017/02/16/vitalsource-acquire-verba,VitalSource,digital content delivery; Post-sec; B to S
124,February,2017,MyON,unknown,https://www.edsurge.com/news/2017-02-21-capstone-sells-digital-reading-platform-myon-to-private-equity-firm,Francisco Partners,digital reading; K-12; B to S
125,February,2017,gWhiz,unknown,https://www.edsurge.com/news/2017-02-20-hlt-expands-mobile-learning-portfolio-with-acquisition-of-gwhiz,Higher Learning Technologies,test prep; K-12; B to C
126,February,2017,Quintessential School Systems,unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-act-invest-proexam-capstone-sells-myon/,Harris School Solutions,administrative software; K-12; B to S
127,February,2017,MBS Textbook Exchange,"$174,200,000",http://www.reuters.com/article/brief-barnes-noble-education-acquires-mb-idUSASB0B2PJ,Barnes & Noble Education,textbooks; Post-sec; B to C
128,March,2017,CloudLabs,unknown,https://techcrunch.com/2017/03/01/udacity-buys-cloudlabs-in-its-first-ever-acquisition-to-enable-collaborative-programming/,Udacity,learn-to-code; Post-sec; B to C
129,March,2017,Ravenna Solutions,unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-education-brands-acquires-ravenna-makeblock-raises-30-million/,Education Brands,enrollment management; K-12; B to S
130,March,2017,Sangha,unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-edlio-acquires-parent-communication-app-excelligence-acquires-ccei/,Edlio,content management; K-12; B to S
131,March,2017,ChildCare Education Institute,unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-edlio-acquires-parent-communication-app-excelligence-acquires-ccei/,Excelligence Learning Corporation,professional development; Pre-K; B to S
132,April,2017,AcademicWorks,unknown,https://campustechnology.com/articles/2017/04/04/blackbaud-acquires-academicworks.aspx,Blackbaud,financial aid management; Post-sec; B to B
133,April,2017,Chromatik,unknown,https://www.edsurge.com/news/2017-04-10-takelessons-acquires-bruno-mars-backed-digital-sheet-music-company,TakeLessons,digital sheet music; Consumer; B to C
134,April,2017,Teachers-Teachers,unknown,https://www.edsurge.com/news/2017-04-19-frontline-education-acquires-k-12-educator-recruiting-and-hiring-platform,Frontline Education,employee recruitment; K-12; B to S
135,April,2017,Workplace Answers,unknown,https://www.edsurge.com/news/2017-04-25-everfi-expands-portfolio-with-acquisition-of-workplace-answers,EverFi,corporate training; Corporate; B to B
136,April,2017,Yik Yak,"$1,000,000",https://techcrunch.com/2017/04/28/yik-yak-shuts-down-after-square-paid-1-million-for-its-engineers/,Square,anonymous messaging; Consumer; B to C
137,May,2017,Apex Learning,unknown,http://www.prweb.com/releases/2017/05/prweb14296703.htm,Education Growth Partners,digital curriculum; K-12; B to S
138,May,2017,GetSmarter,"$103,000,000",http://www.prnewswire.com/news-releases/2u-inc-to-acquire-getsmarter-300449398.html,2U,online education; Post-sec; B to S
139,May,2017,Gojima,unknown,https://techcrunch.com/2017/04/26/telegraph-media-group-acquires-uk-exam-preparation-app-gojimo/,Telegraph Media Group,test prep; K-12; B to C
140,May,2017,My Learning Collaborative Solution,unknown,https://www.edsurge.com/news/2017-05-08-epiphany-learning-acquires-cbe-platform-my-learning-collaborative,Epiphany Learning,competency-based education platform; K-12; B to S
141,May,2017,Citelighter,unknown,https://www.edsurge.com/news/2017-05-06-sylvan-learning-acquires-citelighter-s-school-contracts-and-technology-but-not-its-team,Sylvan Learning,writing software; K-12; B to C
142,May,2017,TutorVista,unknown,http://economictimes.indiatimes.com/small-biz/startups/byjus-to-buy-part-of-online-education-company-tutorvista/articleshow/58677298.cms,Byju's,tutoring; K-12; B to C; acquired from Pearson
143,June,2017,Thrivist,unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-tutoring-company-yuanfudao-raises-120-million-tennessee-book-company-acquires-thrivist/,Ingram Content Group,analytics; K-12; B to S
144,June,2017,Rourke Educational Media,unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-carson-dellosa-acquires-rourke-educational-media-chan-zuckerberg-invests-5-million-teacher-housing-fund/,Carson-Dellosa,publishing; K-12; B to S
145,June,2017,Authentica Solution,unknown,http://www.brightbytes.net/resources-archive/pressrelease,BrightBytes,analytics; K-12; B to S
146,June,2017,Educlipper,unknown,https://www.participate.com/blog/participate-to-acquire-educlipper-1,Participate Learning,visual bookmarking; K-12; B to C
147,June,2017,Unbound Concepts,unknown,https://www.edsurge.com/news/2017-06-27-certica-acquires-unbound-concepts-to-make-digital-content-more-discoverable,Certica Solutions,data integration; K-12; B to S
148,June,2017,ItemLogic,unknown,https://www.edsurge.com/news/2017-06-27-certica-acquires-unbound-concepts-to-make-digital-content-more-discoverable,Certica Solutions,data integration; K-12; B to S
149,July,2017,Edusight,unknown,https://www.edsurge.com/news/2017-07-03-canadian-publisher-nelson-acquires-digital-portfolio-gradebook-from-edusight,Nelson,gradebook; K-12; B to S
150,July,2017,JumpStart,unknown,https://www.edsurge.com/news/2017-07-08-enter-the-netdragon-math-blaster-developer-jumpstart-acquired-by-chinese-gaming-giant,NetDragon,educational games; K-12; B to S
151,July,2017,Edurite,unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-netdragon-acquires-jumpstart-byjus-acquires-tutorvista/,BYJU's,tutoring; K-12; B to C; acquired from Pearson
152,July,2017,Pathsource,unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-silverback-learning-acquires-edifyassess-academixdirect-acquires-pathsource/,AcademixDirect,career placement; K-12; B to S
153,July,2017,EdifyAssess,unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-silverback-learning-acquires-edifyassess-academixdirect-acquires-pathsource/,Silverback Learning,assessment; K-12; B to S
154,July,2017,School Improvement Network,unknown,https://www.edsurge.com/news/2017-07-24-frontline-education-s-10th-acquisition-school-improvement-network,Frontline Education,professional development; K-12; B to S
155,July,2017,Gradstaff,unknown,https://www.pehub.com/2017/07/university-ventures-acquires-gradstaff-which-rebrands-as-avenica/,University Ventures,recruitment; post-sec; B to C
156,August,2017,bepress,unknown,https://scholarlykitchen.sspnet.org/2017/08/02/elsevier-acquires-bepress/,Elsevier,institutional repository; post-sec; B to S
157,August,2017,Frontline Education,unknown,https://www.edsurge.com/news/2017-08-04-thoma-bravo-s-acquisition-of-frontline-education-creates-edtech-s-newest-unicorn,Thomas Bravo,administrative software; K-12; B to S
158,August,2017,Impero Software,"$36,300,000",https://www.edsurge.com/news/2017-08-07-investment-corp-purchases-impero-software-for-36-3m,Investment Technology Partners,monitoring software; K-12; B to S
159,August,2017,Student Brands,unknown,https://www.edsurge.com/news/2017-08-07-barnes-noble-acquires-student-writing-company-for-58-5m,Barnes & Noble Education,homework help; K-12; B to C
160,August,2017,IT'S ABOUT TIME,unknown,https://www.edsurge.com/news/2017-08-16-activate-learning-acquires-stem-curriculum-company,Activate Learning,curriculum maker; K-12; B to S
161,August,2017,JR3 Websmart,unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-barnes-noble-education-harris-school-solutions-make-acquisitions/,Harris School Solutions,student information system; K-12; B to S
162,August,2017,Triumph Learning,unknown,https://www.edsurge.com/news/2017-08-22-school-specialty-to-acquire-triumph-learning-provider-of-k-12-curriculum-and-test-prep,School Speciality,test prep; K-12; B to S
163,August,2017,EAB,"$2,580,000,000",http://www.prnewswire.com/news-releases/the-advisory-board-company-announces-agreements-for-the-sale-of-its-health-care-and-education-businesses-300510668.html,Vista Equity Partners,student information system; post-sec; B to S
164,September,2017,Curriculum Associates,"$145,000,000",http://www.gettingsmart.com/2017/09/great-edtech-success-story-turns-into-biggest-philanthropic-story-of-the-year/,Berkshire Partners,assessment; K-12; B to S; acquired from Iowa State
165,September,2017,Globaloria,Unknown,https://www.edsurge.com/news/2017-09-13-carnegie-learning-bets-big-on-coding-with-acquisition-of-globaloria,Carnegie Learning,learn-to-code; K-12; B to S
166,September,2017,Digital Media Arts College,Unknown,https://www.insidehighered.com/quicktakes/2017/09/21/lynn-university-will-buy-digital-media-arts-college,Lynn University,for-profit higher ed; post-sec; B to C
167,September,2017,First Tutors,Unknown,https://techcrunch.com/2017/09/28/varsity-tutors-acquires-first-tutors-in-the-uk-to-start-expanding-internationally/,Varsity Tutors,tutoring; K-12; B to C
168,September,2017,LiveText,Unknown,https://www.edsurge.com/news/2017-09-25-college-assessment-platform-taskstream-tk20-acquires-another-competitor,Taskstream-Tk20,assessment; K-12; B to S
169,September,2017,eSchool Data,Unknown,https://marketbrief.edweek.org/marketplace-k-12/io-education-acquires-eschooldata-looks-growth/,IO Education,student information system; K-12; B to S
170,October,2017,Earnest,"$155,000,000",https://www.wsj.com/articles/navient-to-buy-fintech-firm-earnest-for-155-million-1507147800,Navient,student loan provider; post-sec; B to C
171,October,2017,"ApplyYourself, AppReview, Connect, Radius, and Retain CRM",Unknown,https://www.edsurge.com/news/2017-10-01-hobsons-sells-a-slew-of-higher-ed-application-management-crm-software,Campus Management Corp,student information management; post-sec; B to S; acquired from Hobsons
172,October,2017,West Corporation,"$5,200,000,000",https://www.edsurge.com/news/2017-10-10-parent-of-schoolmessenger-acquired-by-apollo-global-management,Apollo Global Management,communication services; K-12; B to S
173,October,2017,Edumate,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-volaris-acquires-edumate-moodle-raises-funds/,Volaris Group,learning management system; K-12; B to S
174,October,2017,Great Lakes Educational Loan Services,"$150,000,000",http://journalstar.com/business/local/nelnet-buys-competitor-in-servicing-student-loans/article_24b7d540-23c8-54d7-831d-cdd0d1e67282.html,Nelnet,student loan provider; post-sec; B to C
175,October,2017,Big University,Unknown,https://www.edsurge.com/news/2017-10-23-k-12-literacy-platform-big-universe-finds-a-new-bigger-home-fuel-education,K12 Inc,literacy platform; K-12; B to S
176,October,2017,Flatiron School,Unknown,https://www.axios.com/in-a-bet-against-college-wework-acquires-a-coding-bootcamp-2500013575.html,WeWork,coding bootcamp; post-sec; B to C
177,October,2017,Cogeon,"$15,000,000",https://marketbrief.edweek.org/marketplace-k-12/chegg-acquires-cogeon-owl-raises-185-million/,Chegg,adaptive math platform; K-12 and post-sec; B to S; also known as Math 42
178,October,2017,SchoolMint,Unknown,https://www.edsurge.com/news/2017-10-30-hero-k12-mints-its-first-acquisition-school-enrollment-startup-schoolmint,Hero K12,enrollment management; K-12; B to S
179,November,2017,Motion Math,Unknown,https://www.edsurge.com/news/2017-11-08-learning-games-startup-motion-math-moves-to-a-new-home-curriculum-associates,Curriculum Associates,games; K-12; B to C
180,November,2017,IS3D,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-panorama-education-raises-16-million-explorelearning-acquires-is3d/,ExploreLearning,STEM education; K-12; B to S
181,November,2017,Wall Street English,"$300,000,000",https://www.reuters.com/article/us-pearson-wse/pearson-brings-in-100-million-with-wall-street-english-sale-idUSKBN1DR0SS,Baring Private Equity Asia and CITIC Capital,language learning; Post-sec; B to C; sold by Pearson
182,November,2017,Studienkreis GmbH ,"$85,450,000",https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-fusion-education-hopskipdrive-raise-funds/,IK Investment Partners,tutoring; K-12; B to C
183,December,2017,Platform,Unknown,https://www.edsurge.com/news/2017-12-02-we-talkin-about-practice-instructure-acquires-video-based-learning-platform,Instructure,video-based assessment; Post-sec; B to S
184,December,2017,Intrepid Learning,Unknown,https://www.edsurge.com/news/2017-12-05-vitalsource-acquires-corporate-training-platform-intrepid-learning,VitalSource,corporate training; Corporate; B to B
185,December,2017,TechShop,Unknown,https://www.bizjournals.com/washington/news/2017/12/03/techshop-to-be-acquired-reopen-maker-space.html,Tech Shop 2.0,makerspace; All; B to C
186,December,2017,Adtalem Global Education,Unknown,https://www.insidehighered.com/quicktakes/2017/12/05/devry-under-new-ownership,Cogswell Education LLC,for-profit higher ed; post-sec; B to C; formerly known as DeVry University
187,December,2017,College for Financial Planning,Unknown,https://www.insidehighered.com/quicktakes/2017/12/15/kaplan-buys-profit-college-apollo,Kaplan Inc,for-profit higher ed; post-sec; B to C; acquired from Apollo Education Group
188,December,2017,eduCLIMBER,Unknown,https://www.edsurge.com/news/2017-12-14-illuminate-education-acquires-homegrown-data-visualization-tool-educlimber,Illuminate Education,visualization; K-12; B to S
189,December,2017,BrainMaps,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-scientific-learning-makes-acquisition-noodle-partners-code-org-raise-funds/,Scientific Learning Corp,language learning; K-12; B to C
