,Date,Year,Name,Amount,URL,Acquirer,Notes
190,December,2017,Viking Code School,Unknown,https://www.edsurge.com/news/2017-12-12-coding-bootcamp-thinkful-acquires-viking-code-school,Thinkful,coding bootcamp; post-sec; B to C
191,December,2017,Scholantis,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-edlio-acquires-scholantis-collegevine-really-good-stuff-form-partnerships/,Edlio,communication services; K-12; B to S
192,December,2017,Worldstrides,"$500,000,000",https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-edlio-acquires-scholantis-collegevine-really-good-stuff-form-partnerships/,Eurazeo and Primavera Capital Group,student travel; K-12 and Post-sec; B to C
193,December,2017,EasyCampus LMS,Unknown,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-illuminate-education-thinkful-make-acquisitions-digital-house-raises-20m/,iContracts,LMS; K-12; B to S; acquired from Educadium
194,January,2016,DevBridge,Undisclosed,https://www.edsurge.com/news/2016-01-05-bloc-acquires-devbridge-to-prep-bootcamp-graduates-for-coding-jobs,Bloc,Job Placement; Post-sec; B to C
195,January,2016,BrightWave Group,Undisclosed,https://www.edsurge.com/news/2016-01-07-capita-acquires-brightwave-group-to-expand-digital-learning-services,Capita,Professional Development; Corporate; B to B
196,January,2016,Roberts and Company,Undisclosed,https://www.edsurge.com/news/2016-01-11-macmillan-learning-acquires-roberts-and-company-publishers-to-grow-stem-publishing,Macmillan Learning,Publishing; Post-sec; B to S
197,January,2016,PAR (Framework),Undisclosed,https://www.edsurge.com/news/2016-01-12-hobsons-acquires-par-framework-to-power-student-success-predictions,Hobsons,Analytics; Post-sec; B to S
198,January,2016,ExitCertified,Undisclosed,http://www.zacks.com/stock/news/203263/avnet-buys-exitcertified-expands-technology-education-unit,Avnet,Corporate training; Corporate; B to B
199,January,2016,TeacherGaming (MinecraftEDU),Undisclosed,http://www.nytimes.com/2016/01/20/technology/microsoft-acquires-minecraftedu-tailored-for-schools.html,Microsoft,Gaming; K-12; B to B
200,January,2016,LearnSprout,Undisclosed,https://www.insidehighered.com/quicktakes/2016/01/29/profit-college-execs-sentenced-financial-aid-visa-fraud-charges,Apple,API; K-12; B to S
201,January,2016,"Really Good Stuff, Inc",Undisclosed,https://www.edsurge.com/news/2016-01-28-retailer-excelligence-learning-acquires-marketer-really-good-stuff-inc,Excelligence Learning,Marketing; K-12; B to S
202,January,2016,Rustici Software,Undisclosed,https://tincanapi.com/big-news-rustici-software/,Learning Technologies Group plc,API; Post-sec; B to B
203,January,2016,New York Code and Design Academy,Undisclosed,http://www.businesswire.com/news/home/20160115005856/en/Strayer-Education-Acquires-York-Code-Design-Academy,Strayer Education,Coding bootcamp; Post-sec; B to C
204,January,2016,Teachscape,Undisclosed,http://www.frontlinek12.com/News/Frontline_Technologies_Acquires_Professional_Development_Solutions_Provider_Teachscape_Inc.html,Frontline Technologies,Professional Development; K-12; B to C
205,February,2016,Interactive Achievement,Undisclosed,https://www.edsurge.com/news/2016-02-03-powerschool-s-next-power-play-acquiring-interactive-achievement,PowerSchool,Assessment; K-12; B to S
206,February,2016,LeapFrog,"$72,000,000",https://www.edsurge.com/news/2016-02-06-vtech-to-acquire-once-popular-toymaker-leapfrog-for-72m,VTECH,Children's hardware; K-12; B to C
207,February,2016,Adapt Courseware,Undisclosed,https://www.edsurge.com/news/2016-02-11-fulcrum-labs-acquires-adapt-courseware-to-deliver-competency-based-tools-to-colleges-and-companies,Fulcrum Labs,Competency-based education; Post-sec; B to S
208,February,2016,AskOnline,Undisclosed,https://www.edsurge.com/news/2016-02-06-upswing-acquires-askonline-which-will-become-askup-by-upswing,Upswing,Video-based tutoring; Post-sec; B to S
209,February,2016,InOpen Technologies,Undisclosed,http://yourstory.com/2016/02/next-education-acquires-inopen-technologies/,Next Education,IT curriculum; K-12; B to S
210,February,2016,Words and Numbers,Undisclosed,http://technical.ly/baltimore/2016/02/09/words-numbers-wisewire-acquisition/,Wisewire,Marketplace; K-12; B to S
211,February,2016,TalentBuddy,Undisclosed,http://betakit.com/talentbuddy-acquired-by-san-francisco-based-udemy/,Udemy,Job Placement; Post-Sec; B to C
212,February,2016,Classbook,Undisclosed,https://www.edsurge.com/news/2016-02-23-longtime-textbook-publisher-follett-acquires-online-store-classbook,Follett,Online Bookstore; K-12; B to S
213,February,2016,Manch,Undisclosed,https://www.edsurge.com/news/2016-02-22-indian-online-test-prep-provider-toppr-acquires-competitor-manch,Toppr,Test Prep; K-12; B to C
214,March,2016,Mimio,Undisclosed,https://www.edsurge.com/news/2016-03-01-boxlight-corporation-acquires-educational-technology-developer-mimio,Boxlight Corporation,Hardware; K-12; B to S
215,March,2016,LoudCloud Systems,"$17,900,000",http://www.businesswire.com/news/home/20160308005868/en/Barnes-Noble-Education-Announces-Acquisition-LoudCloud-Systems,Barnes & Noble,Learning management system; Post-sec; B to S
216,March,2016,Ergopedia,Undisclosed,https://www.pasco.com/about/news/press-releases/pasco-acquires-ergopedia.cfm,Pasco Scientific,Science education; K-12; B to S
217,March,2016,Performance Matters,Undisclosed,https://marketbrief.edweek.org/marketplace-k-12/weld-north-buys-performance-matters-to-merge-with-truenorthlogic/,Weld North,Assessment/analytics; K-12; B to S
218,March,2016,Starter League,Undisclosed,https://www.edsurge.com/news/2016-03-16-coding-bootcamp-the-starter-league-acquired-by-fullstack-academy,Fullstack Academy,Learn to code; Post-sec; B to C
219,March,2016,Glion Institute of Higher Education and Les Roches International School of Hotel Management,"$384,000,000",https://www.insidehighered.com/quicktakes/2016/03/18/laureate-sells-two-european-colleges,Eurazeo,For-profit higher ed; Post-sec; B to C
220,March,2016,Gibbon,Undisclosed,http://techcrunch.com/2016/03/23/degreed-acquires-gibbon/,Degreed,Learning playlist; Post-sec; B to C
221,March,2016,Carvajal Education,"$19,500,000",https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-flipclass-raises-1-million-fullstack-acquires-starter-league/,PRISA,Language learning; Post-sec; B to C
222,March,2016,Papers,Undisclosed,https://www.edsurge.com/news/2016-03-21-readcube-acquires-papers-to-make-organizing-academic-research-simpler,Readcube,Research; Post-sec; B to S
223,March,2016,Xiamen NetinNet Software,"$32,600,000",http://www.streetinsider.com/Corporate+News/China+Distance+Education+%28DL%29+Enters+Agreement+to+Acquire+Xiamen+NetinNet+Software/11450564.html,China Distance Education Holdings Limited,Simulation; Post-sec; B to S
224,April,2016,WriterKEY,Undisclosed,https://www.insidehighered.com/quicktakes/2016/04/07/macmillan-learning-acquires-online-writing-tool,Macmillan Learning,"Writing feedback; K-12, Post-sec; B to S"
225,April,2016,The Centris Group,Undisclosed,https://www.edsurge.com/news/2016-04-07-frontline-technologies-acquires-special-education-technology-provider-centris-group,Frontline Technologies,Special education; K-12; B to S
226,April,2016,Wobo,Undisclosed,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-goreact-raises-4-million-follett-acquires-wobo/,Follett,Bookstore; Post-sec; B to B
227,April,2016,Lexmark,"$3,600,000,000",http://www.nytimes.com/2016/04/21/business/dealbook/lexmark-apex-pag-asia.html,Apex Technology,"Software; K-12, Post-sec; B to S"
228,April,2016,Hackbright Academy,"$18,000,000",http://www.thestreet.com/story/13541937/1/hackbright-academy-joins-capella-education-company-to-further-goal-of-closing-the-gender-gap-in-software-engineering.html,Capella Education,Coding bootcamp; Post-sec; B to C
229,April,2016,Baker & Taylor,Undisclosed,https://www.edsurge.com/news/2016-04-18-big-book-sale-follett-acquires-major-media-distributor-baker-taylor,Follett,Book distributor; K-12; B to S
230,April,2016,SteamTrax,Undisclosed,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-mathcrunch-rebrands-and-raises-4-million-caredox-raises-4-3-million/,Polar3D,Steam curriculum; K-12; B to S
231,April,2016,QuickLessons,Undisclosed,http://mna.im/segmentview.aspx?ViewModes=6&AcquisitionID=51704,Affero Labs,Corporate training; Corporate; B to B
232,April,2016,Toca Boca,Undisclosed,http://techcrunch.com/2016/04/25/top-kids-app-maker-toca-boca-sells-to-spin-master-plans-to-launch-subscription-video-service-and-toys/,Spin Master,Kids apps; K-12; B to C
233,May,2016,Dev Mountain,"$20,000,000",http://www.capellaeducation.com/investor-relations/investor-news/news-release-details/2016/Capella-Acquisition-of-DevMountain-Extends-Leadership-Position-in-Job-Ready-Skills-Market/default.aspx,Capella Education,Coding bootcamp; Post-sec; B to C
234,May,2016,OpenEd,Undisclosed,https://marketbrief.edweek.org/marketplace-k-12/act-adds-open-education-provider-portfolio/,ACT,Search engine; K-12; B to C
235,May,2016,Apollo Education Group,"$1,100,000,000",http://www.streetinsider.com/Press+Releases/Apollo+Education+Group+Shareholders+Approve+Merger+Agreement+to+be+Acquired+by+Consortium+of+Investors/11599679.html,Apollo Management Group,For-profit higher ed; Post-sec; B to C
236,May,2016,LTS Education Systems,"$20,000,000",https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-k12-inc-acquires-lts-education-systems-arizona-state-launches-ed-tech-partnership/,K-12 Inc,Transcripts; K-12; B to S
237,May,2016,TIENET,Undisclosed,https://www.edsurge.com/news/2016-05-10-powerschool-buys-new-tool-tienet-to-meet-special-education-needs,PowerSchool,Special education management; K-12; B to S
238,May,2016,SSRN,Undisclosed,https://www.insidehighered.com/quicktakes/2016/05/17/elsevier-acquires-social-science-repository-ssrn,Elsevier,Open access journal repository; Post-sec; B to S
239,May,2016,Participate Learning,Undisclosed,https://www.edsurge.com/news/2016-05-25-vif-learning-acquires-k-12-resource-search-engine-participate-learning,VIF International Education,Search engine; K-12; B to C
240,May,2016,Sequoia Retail Systems,Undisclosed,https://www.edsurge.com/news/2016-05-31-blackboard-acquires-point-of-sale-solutions-provider-sequoia-retail-systems,Blackboard,POS system; Post-sec; B to S
241,June,2016,TeacherMatch,Undisclosed,https://www.teachermatch.org/peopleadmin-teachermatch/,PeopleAdmin,Human resources; K-12; B to S
242,June,2016,Smart,Undisclosed,http://investor.smarttech.com/releasedetail.cfm?ReleaseID=973008,FoxConn,Interactive whiteboards; K-12; B to S
243,June,2016,Haiku Learning,Undisclosed,https://www.edsurge.com/news/2016-06-06-powerschool-acquires-learning-management-system-provider-haiku-learning,Powerschool,Learning management system; K-12; B to S
244,June,2016,GL Education,Undisclosed,https://marketbrief.edweek.org/marketplace-k-12/k-12-dealmaking-udemy-tynker-raise-funds-peopleadmin-acquires-teachermatch/,Levine Leichtman Capital Partners,Testing; K-12; B to S
245,June,2016,Open Study,Undisclosed,https://www.edsurge.com/news/2016-06-14-brainly-acquires-us-social-learning-platform-openstudy,Brainly,Homework help; Post-sec; B to C
246,June,2016,Digital Me,Undisclosed,http://discours.es/2016/the-big-acquisition-news-of-the-day,City & Guilds,Badging; Post-sec; B to C
247,June,2016,Makewaves,Undisclosed,http://discours.es/2016/the-big-acquisition-news-of-the-day,City & Guilds,Badging; Post-sec; B to C
